uf,m,pop,l,u,e,g,mi,mm,f,dl,du,mac,crit,idh,caps,caps_tipo,caps_gestor,srt,leitos_hg,psiq,lq,cobertura_raps,psiq_hg,psiq_hg_sus,hosp_psiq,sm_total,def_psiq,psiq_cad,psiq_hab,psiq_status,alerta_fiscal,porte,pop_sus,esf_gap,regiao,score_mun,risco_mun,vulnerab,n_flags,recup_r,prioridade,siops_desp,esf_equipes,ibge_cod,lat,lon,pib_percapita,agua_rede,esgoto_rede,bolsa_familia_pct,agentes_acs,internacoes_av,cobertura_vacinal,ine,gini,nascimentos,dengue_inc,alfabetizacao,notificacoes,coord_saude,score_v2,score_v2_ab,score_v2_iv,score_v2_raps,score_v2_se,score_v2_san,score_v2_fin,risco_v2,leitos_sus,leitos_sus_1k,esf_1k,medicos_1k,enfermeiros_1k,acs_1k,mort_cv_100k,mort_dm_100k,mort_has_100k,prev_dm_pct,prev_has_pct,intern_dengue_100k,intern_pneum_100k,intern_sepse_100k,let_dengue,let_pneum,let_sepse,sih_score,score_v3_d1,score_v3_d2,score_v3_d3,score_v3_d4,cob_sarampo,cob_gripe,cob_covid,pen_vacinal,pen_vacinal_nivel,pen_vacinal_desc,d1_base,psiq_1k,lq_1k,leitos_total,ibge_7,uti_sus,vacuo_hab,esf_pct,versao_banco,score_v3,rank_v3,rank_regiao_v3,risco_v3
MG,Luminárias,6842,1.36,0.0,79.7,7.9,11.9,44.2,7.0,-6.0,-1.0,Sudeste,MODERADO,0.722,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,5131,0.3,Sudeste,48.2,ALTO,4.7,2,0.2,3,765.0,1,3138708.0,-21.537353,-44.922571,64768,94.0,55.4,15.9,11,339,71.7,0.594,0.457,59,112,91.4,20,Secretaria Municipal de Saúde,50.7,61.9,53.1,0.0,72.5,68.7,34.5,ALTO,6,0.88,1.46,2.52,2.62,1.61,248.2,46.7,29.2,11.0,28.9,49.1,307.1,25.5,0.0572,0.0401,0.2842,4.4,75.57,40.82,60.14,50.33,120.0,67.4,77.3,True,1,Geral:72%,75.57,,,,3138708.0,0.0,0,0.0,v40+v37+v3,58.47,3438.0,1306.0,MODERADO
MG,Luz,17842,1.7,0.0,77.9,5.6,13.7,33.7,24.0,-11.0,-2.0,Sudeste,MODERADO,0.71,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,13381,2.1,Sudeste,61.2,MÉDIO,4.3,0,0.1,5,758.7,3,3138807.0,-19.826949,-45.678681,64240,93.2,54.9,16.1,29,342,71.5,0.599,0.459,177,112,92.6,53,Secretaria Municipal de Saúde,58.5,58.7,52.9,44.0,71.0,67.5,58.4,MÉDIO,16,0.9,1.68,2.52,2.62,1.63,245.4,46.0,28.8,10.9,28.7,48.1,308.9,24.7,0.0582,0.0403,0.2864,4.36,83.06,41.26,44.87,45.62,108.6,52.1,64.5,True,1,Geral:72%,73.06,,,,3138807.0,0.0,0,0.0,v40+v37+v3,55.54,2403.0,881.0,ALTO
MG,Machacalis,8842,1.46,0.0,81.8,6.7,13.9,31.7,10.0,-7.0,-1.0,Sudeste,MODERADO,0.728,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,6631,0.0,Sudeste,57.0,MÉDIO,4.1,1,0.2,4,768.1,2,3138906.0,-17.083375,-40.720341,65032,94.4,55.6,15.9,15,337,71.8,0.592,0.456,66,112,79.0,26,Secretaria Municipal de Saúde,65.4,67.2,54.1,88.7,62.4,69.3,47.5,MÉDIO,8,0.9,2.26,2.52,2.62,1.7,249.6,47.1,29.4,11.0,29.0,49.6,308.9,25.8,0.0568,0.04,0.2832,4.43,86.63,40.87,40.91,38.32,63.0,66.3,76.4,True,3,Sarampo:63% | Geral:72%,76.63,,,,3138906.0,0.0,0,0.0,v40+v37+v3,54.23,2034.0,755.0,ALTO
MG,Machado,40842,1.73,0.285,70.8,7.8,10.1,33.2,55.0,-25.0,0.0,Sudeste,ADEQUADO,0.716,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,30631,9.2,Sudeste,51.5,ALTO,4.6,0,1.5,4,1077.1,6,3139003.0,-21.665942,-45.920057,67729,99.9,85.4,8.3,46,233,75.7,0.469,0.498,443,150,92.6,157,Secretaria Municipal de Saúde,60.6,47.5,81.1,19.2,65.1,91.3,61.6,MÉDIO,58,1.42,1.47,3.96,3.85,1.13,246.8,46.4,29.0,10.9,28.8,59.9,284.1,41.1,0.0577,0.0402,0.2853,5.01,84.12,57.47,30.3,43.17,79.4,67.7,77.5,True,3,Sarampo:79% | Geral:76%,74.12,,,,3139003.0,0.0,0,0.0,v40+v37+v3,55.17,2287.0,839.0,ALTO
MG,Madre de Deus de Minas,5842,1.34,0.0,81.2,7.1,11.5,47.7,6.0,-5.0,-1.0,Sudeste,MODERADO,0.719,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4381,0.0,Sudeste,53.8,ALTO,4.2,2,0.1,3,763.4,1,3139102.0,-21.48561,-44.33139,64636,93.8,55.3,16.0,10,340,71.7,0.596,0.457,44,112,93.4,17,Secretaria Municipal de Saúde,52.6,66.2,52.1,0.0,73.8,68.5,42.9,ALTO,5,0.86,1.71,2.52,2.62,1.71,247.5,46.6,29.1,11.0,28.9,47.3,295.7,24.5,0.0575,0.0401,0.2848,4.23,75.2,38.15,58.25,49.39,120.0,76.4,84.8,True,1,Geral:72%,75.2,,,,3139102.0,0.0,0,0.0,v40+v37+v3,56.98,2866.0,1087.0,MODERADO
MG,Malacacheta,20842,1.88,0.0,73.2,5.4,13.1,47.7,31.0,-10.0,-2.0,Sudeste,MODERADO,0.758,1.0,CAPS,Municipal,0.0,0,1,0.05,SIM,1,1,,1,0.0,1.0,1.0,HABILITADO,False,MÉDIO,15631,6.8,Sudeste,62.7,MÉDIO,4.0,0,0.1,5,1108.0,3,3139201.0,-17.843387,-42.111255,69670,99.9,87.8,8.1,23,226,76.3,0.456,0.491,199,150,77.9,80,Secretaria Municipal de Saúde,62.8,52.6,59.3,38.6,60.9,92.8,89.7,MÉDIO,30,1.44,1.44,3.96,3.85,1.1,256.5,48.8,30.4,11.3,29.6,64.3,284.1,45.3,0.0544,0.0395,0.2779,5.26,83.22,57.98,25.04,37.69,83.0,70.6,80.0,True,2,Sarampo:83% | Geral:76%,83.22,,,,3139201.0,0.0,0,0.0,v40+v37+v3,52.63,1587.0,565.0,ALTO
MG,Mamonas,5842,1.57,0.0,79.7,5.5,12.1,47.2,7.0,-4.0,-1.0,Sudeste,MODERADO,0.728,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4381,0.3,Sudeste,62.8,MÉDIO,3.9,1,0.0,4,768.1,1,3139250.0,-15.013231,-42.953812,65032,94.4,55.6,15.9,10,337,71.8,0.592,0.456,57,112,74.0,17,Secretaria Municipal de Saúde,51.1,63.9,50.4,0.0,57.8,69.3,60.3,ALTO,5,0.86,1.71,2.52,2.62,1.71,249.6,47.1,29.4,11.0,29.0,48.6,299.2,25.3,0.0568,0.04,0.2832,4.31,76.63,38.8,58.16,49.18,81.5,65.2,75.5,True,2,Sarampo:82% | Geral:72%,76.63,,,,3139250.0,0.0,0,0.0,v40+v37+v3,57.51,3074.0,1180.0,MODERADO
MG,Manga,20842,2.12,0.0,69.9,7.1,13.9,32.2,34.0,-6.0,-2.0,Sudeste,MODERADO,0.71,3.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,15631,10.1,Sudeste,50.6,ALTO,5.7,0,0.7,4,1072.7,3,3139300.0,-14.648551,-44.092508,67452,99.9,85.0,8.3,23,234,75.6,0.471,0.498,269,150,79.3,80,Secretaria Municipal de Saúde,67.9,45.4,66.2,100.0,51.7,91.1,68.7,MÉDIO,30,1.44,1.44,3.96,3.85,1.1,245.4,46.0,28.8,10.9,28.7,59.3,284.1,40.5,0.0582,0.0403,0.2864,4.98,73.06,57.36,27.05,39.16,100.7,74.9,83.5,True,1,Geral:76%,73.06,,,,3139300.0,0.0,0,0.0,v40+v37+v3,50.25,1056.0,233.0,CRÍTICO
MG,Manhuaçu,84842,1.91,0.31,69.6,5.9,10.3,31.2,126.0,-39.0,0.0,Sudeste,ADEQUADO,0.737,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,63631,10.4,Sudeste,63.5,MÉDIO,3.9,0,1.1,5,1092.5,13,3139409.0,-20.195574,-42.106106,68699,99.9,86.6,8.2,95,229,76.0,0.462,0.494,1235,150,92.2,327,Secretaria Municipal de Saúde,61.9,46.0,82.2,9.2,69.5,92.1,83.1,MÉDIO,121,1.43,1.53,3.96,3.85,1.12,251.7,47.6,29.7,11.1,29.2,63.9,292.5,44.5,0.056,0.0398,0.2816,5.29,78.68,60.94,35.3,40.28,80.8,65.9,76.0,True,2,Sarampo:81% | Geral:76%,78.68,,,,3139409.0,0.0,0,0.0,v40+v37+v3,55.47,2381.0,873.0,ALTO
MG,Manhumirim,21842,2.02,0.0,74.4,7.5,11.9,36.7,34.0,-8.0,-3.0,Sudeste,ADEQUADO,0.755,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,16381,5.6,Sudeste,57.4,MÉDIO,4.2,0,0.8,4,1105.8,4,3139508.0,-20.346454,-41.938309,69531,99.9,87.7,8.1,25,227,76.3,0.457,0.492,264,150,88.5,84,Secretaria Municipal de Saúde,64.7,55.3,72.0,35.9,69.9,92.8,67.2,MÉDIO,31,1.42,1.83,3.96,3.85,1.14,255.8,48.6,30.3,11.3,29.5,65.8,292.5,46.3,0.0546,0.0395,0.2784,5.39,82.61,59.79,27.76,36.59,93.1,84.8,91.8,True,1,Sarampo:93% | Geral:76%,82.61,,,,3139508.0,0.0,0,0.0,v40+v37+v3,53.55,1838.0,691.0,ALTO
MG,Mantena,35842,1.97,0.285,73.2,7.1,10.9,43.7,55.0,-15.0,0.0,Sudeste,ADEQUADO,0.719,2.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,26881,6.8,Sudeste,57.3,MÉDIO,4.3,0,1.2,4,1079.3,6,3139607.0,,,67868,99.9,85.6,8.3,40,232,75.7,0.468,0.497,320,150,86.0,138,Secretaria Municipal de Saúde,63.1,51.4,70.5,43.8,59.7,91.5,69.3,MÉDIO,51,1.42,1.67,3.96,3.85,1.12,247.5,46.6,29.1,11.0,28.9,62.0,292.5,42.6,0.0575,0.0401,0.2848,5.18,75.2,60.35,25.88,41.42,95.2,74.1,82.8,True,1,Geral:76%,75.2,,,,3139607.0,0.0,0,0.0,v40+v37+v3,51.62,1305.0,388.0,CRÍTICO
MG,Mar de Espanha,12842,1.57,0.0,81.8,8.1,11.1,31.7,16.0,-9.0,-2.0,Sudeste,MODERADO,0.743,0.0,Nenhum,Municipal,0.0,0,2,0.16,SIM,2,2,,2,0.0,2.0,2.0,HABILITADO,False,PEQUENO,9631,0.0,Sudeste,55.3,MÉDIO,4.1,1,0.5,4,775.9,2,3139805.0,,,65692,95.3,56.2,15.7,21,334,72.0,0.586,0.454,172,112,92.5,38,Secretaria Municipal de Saúde,55.9,66.6,65.9,3.0,78.1,70.7,33.3,MÉDIO,11,0.86,1.56,2.52,2.62,1.64,253.1,47.9,29.9,11.2,29.3,50.7,304.5,26.6,0.0556,0.0397,0.2805,4.45,80.13,39.77,54.57,44.48,95.5,78.3,86.3,True,1,Geral:72%,80.13,,,,3139805.0,0.0,0,0.0,v40+v37+v3,57.02,2880.0,1092.0,MODERADO
MG,Maravilhas,8842,1.37,0.0,82.1,6.1,12.1,28.2,9.0,-8.0,-1.0,Sudeste,MODERADO,0.749,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,6631,0.0,Sudeste,62.6,MÉDIO,3.6,2,0.1,3,779.0,2,3139706.0,-19.501856,-44.672045,65956,95.7,56.4,15.6,15,333,72.1,0.584,0.453,72,112,92.3,26,Secretaria Municipal de Saúde,57.9,68.4,63.8,0.0,79.3,71.3,54.8,MÉDIO,8,0.9,2.26,2.52,2.62,1.7,254.4,48.3,30.1,11.2,29.4,51.2,308.0,27.0,0.0551,0.0396,0.2795,4.5,81.17,40.19,54.44,42.11,120.0,82.9,90.2,True,1,Geral:72%,81.17,,,,3139706.0,0.0,0,0.0,v40+v37+v3,57.04,2886.0,1094.0,MODERADO
MG,Maria da Fé,14842,1.82,0.0,80.9,7.0,12.1,47.2,21.0,-8.0,-2.0,Sudeste,MODERADO,0.743,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,11131,0.0,Sudeste,59.4,MÉDIO,4.1,1,0.4,4,775.9,3,3139904.0,,,65692,95.3,56.2,15.7,24,334,72.0,0.586,0.454,174,112,92.9,44,Secretaria Municipal de Saúde,53.2,64.8,50.7,0.0,78.5,70.7,45.0,ALTO,13,0.88,2.02,2.52,2.62,1.62,253.1,47.9,29.9,11.2,29.3,50.7,306.3,26.6,0.0556,0.0397,0.2805,4.46,90.13,40.0,56.81,46.53,74.4,79.7,87.5,True,3,Sarampo:74% | Geral:72%,80.13,,,,3139904.0,0.0,0,0.0,v40+v37+v3,61.06,4283.0,1484.0,BAIXO
MG,Mariana,57842,2.15,0.31,72.9,6.9,11.1,36.7,97.0,-16.0,0.0,Sudeste,ADEQUADO,0.749,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,43381,7.1,Sudeste,62.0,MÉDIO,4.0,0,1.8,5,1101.3,9,3140001.0,-20.328868,-43.331114,69254,99.9,87.3,8.1,65,228,76.2,0.459,0.493,842,150,94.0,223,Secretaria Municipal de Saúde,62.3,52.2,75.1,13.6,73.6,92.5,73.2,MÉDIO,83,1.43,1.56,3.96,3.85,1.12,254.4,48.3,30.1,11.2,29.4,61.5,275.7,43.1,0.0551,0.0396,0.2795,5.05,81.17,55.46,31.17,38.77,96.4,74.9,83.5,True,1,Geral:76%,81.17,,,,3140001.0,0.0,0,0.0,v40+v37+v3,53.38,1783.0,669.0,ALTO
MG,Marilac,5842,1.44,0.0,78.8,5.7,13.5,38.2,7.0,-5.0,-1.0,Sudeste,MODERADO,0.731,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4381,1.2,Sudeste,57.9,MÉDIO,4.5,2,0.0,3,769.6,1,3140100.0,-18.494244,-42.072777,65164,94.5,55.7,15.8,10,337,71.8,0.591,0.455,57,112,82.8,17,Secretaria Municipal de Saúde,52.1,62.3,51.1,0.0,66.7,69.5,58.3,ALTO,5,0.86,1.71,2.52,2.62,1.71,250.3,47.2,29.5,11.1,29.1,46.9,287.0,24.4,0.0565,0.0399,0.2827,4.15,87.62,35.58,58.16,48.57,113.3,57.8,69.3,True,1,Geral:72%,77.62,,,,3140100.0,0.0,0,0.0,v40+v37+v3,59.92,3924.0,1405.0,MODERADO
MG,Maripá de Minas,4842,0.96,0.0,78.2,6.4,10.1,32.7,4.0,-6.0,-1.0,Sudeste,MODERADO,0.716,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,3631,1.8,Sudeste,56.0,MÉDIO,3.9,2,0.1,3,604.2,1,3140209.0,-21.69505,-42.956595,64504,83.7,36.8,22.4,10,403,69.6,0.682,0.428,36,98,90.2,13,Secretaria Municipal de Saúde,50.2,62.4,62.3,0.0,76.5,46.7,37.0,ALTO,3,0.62,2.07,1.8,1.93,2.07,246.8,46.4,29.0,10.9,28.8,47.1,219.9,41.1,0.0577,0.0402,0.2853,4.24,74.12,47.0,62.91,51.07,120.0,73.1,82.1,True,2,Geral:70%,74.12,,,,3140209.0,0.0,0,0.0,v40+v37+v3,60.52,4145.0,1448.0,BAIXO
MG,Marliéria,5842,1.66,0.0,77.0,7.5,13.9,29.7,8.0,-4.0,-1.0,Sudeste,MODERADO,0.734,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,4381,3.0,Sudeste,49.3,ALTO,5.3,1,0.2,4,771.2,1,3140308.0,-19.706204,-42.614082,65296,94.7,55.8,15.8,10,336,71.9,0.59,0.455,48,112,89.6,17,Secretaria Municipal de Saúde,51.4,59.5,55.7,0.0,73.5,69.8,39.3,ALTO,5,0.86,1.71,2.52,2.62,1.71,251.0,47.4,29.6,11.1,29.1,48.6,295.7,25.4,0.0563,0.0399,0.2821,4.29,78.07,37.82,58.07,48.59,120.0,60.4,71.4,True,1,Geral:72%,78.07,,,,3140308.0,0.0,0,0.0,v40+v37+v3,57.59,3109.0,1195.0,MODERADO
MG,Marmelópolis,3842,1.26,0.0,79.4,7.7,12.1,36.2,4.0,-4.0,0.0,Sudeste,MODERADO,0.755,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,2881,0.6,Sudeste,50.2,ALTO,4.3,2,0.1,3,620.3,1,3140407.0,-22.464059,-45.171913,66220,86.0,37.8,21.8,8,392,70.1,0.664,0.422,35,98,90.7,10,Secretaria Municipal de Saúde,49.5,65.8,51.6,0.0,85.5,49.9,24.6,ALTO,2,0.52,2.6,1.8,1.93,2.08,255.8,48.6,30.3,11.3,29.5,50.3,213.0,45.0,0.0546,0.0395,0.2784,4.4,82.61,46.96,61.13,48.13,120.0,79.6,87.5,True,1,Geral:70%,82.61,,,,3140407.0,0.0,0,0.0,v40+v37+v3,62.08,4528.0,1534.0,BAIXO
MG,Martinho Campos,0,,,,,,,,,,,P3,,0.0,Dado não disponível,,0.0,0,0,0.0,NÃO INFORMADO,0,0,,0,0.0,0.0,0.0,DADO_PENDENTE,False,INDEFINIDO,0,80.0,Sudeste,50.0,ALTO,5.5,4,0.0,2,,0,314050.0,-19.4123,-45.1905,62370,86.2,50.8,17.4,0,369,69.9,0.648,0.477,0,148,93.8,0,Secretaria Municipal de Saúde,42.3,45.5,11.1,30.0,73.4,54.7,50.0,ALTO,14,0.0,0.0,3.6,3.5,0.0,231.5,42.6,26.9,10.4,27.6,38.4,226.6,33.1,0.059,0.0405,0.2881,3.82,60.6,39.29,73.27,73.72,89.8,77.8,86.1,False,0,OK,60.6,,,18.0,314050.0,0.0,0,0.0,v40+v37+v3,,,,
MG,Martins Soares,10842,1.88,0.0,81.8,7.5,13.3,44.7,16.0,-5.0,-1.0,Sudeste,MODERADO,0.701,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,8131,0.0,Sudeste,53.5,ALTO,5.0,1,0.4,4,754.1,2,3140530.0,-20.257847,-41.842761,63844,92.6,54.6,16.2,18,344,71.4,0.603,0.46,132,112,85.9,32,Secretaria Municipal de Saúde,48.9,65.7,46.4,0.0,62.9,66.7,37.9,ALTO,10,0.92,1.84,2.52,2.62,1.66,243.3,45.5,28.5,10.8,28.5,45.5,298.3,23.2,0.0589,0.0405,0.2879,4.17,71.0,38.64,57.33,53.61,120.0,69.3,78.9,True,1,Geral:71%,71.0,,,,3140530.0,0.0,0,0.0,v40+v37+v3,56.2,2595.0,962.0,ALTO
MG,Mata Verde,9842,1.57,0.0,80.6,7.3,12.1,40.7,12.0,-7.0,-1.0,Sudeste,MODERADO,0.755,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,7381,0.0,Sudeste,56.2,MÉDIO,4.1,1,0.3,4,782.1,2,3140555.0,-15.760702,-40.702344,66220,96.1,56.6,15.6,16,331,72.2,0.581,0.452,132,112,73.4,29,Secretaria Municipal de Saúde,51.8,64.9,55.8,0.0,63.2,71.8,42.3,ALTO,9,0.91,2.03,2.52,2.62,1.63,255.8,48.6,30.3,11.3,29.5,50.8,303.6,26.9,0.0546,0.0395,0.2784,4.45,82.61,38.77,56.02,46.38,120.0,67.7,77.6,True,1,Geral:72%,82.61,,,,3140555.0,0.0,0,0.0,v40+v37+v3,58.24,3346.0,1285.0,MODERADO
MG,Materlândia,4842,0.96,0.0,82.4,6.3,10.1,35.2,4.0,-6.0,-1.0,Sudeste,MODERADO,0.737,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,3631,0.0,Sudeste,61.1,MÉDIO,3.2,2,0.1,3,612.9,1,3140605.0,-18.461021,-43.045868,65428,84.9,37.3,22.1,10,397,69.9,0.672,0.424,42,98,79.8,13,Secretaria Municipal de Saúde,51.5,70.2,60.5,0.0,71.7,48.3,38.8,ALTO,3,0.62,2.07,1.8,1.93,2.07,251.7,47.6,29.7,11.1,29.2,48.8,219.9,43.2,0.056,0.0398,0.2816,4.36,88.68,47.53,62.64,48.17,120.0,56.1,67.8,True,2,Geral:70%,78.68,,,,3140605.0,0.0,0,0.0,v40+v37+v3,64.51,5115.0,1589.0,BAIXO
MG,Mateus Leme,27842,1.89,0.0,73.5,6.6,13.3,31.2,41.0,-13.0,-3.0,Sudeste,MODERADO,0.752,1.0,CAPS I,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MÉDIO,20881,6.5,Sudeste,57.6,MÉDIO,4.5,0,0.7,4,1103.5,4,3140704.0,-20.027464,-44.437532,69392,99.9,87.5,8.1,31,227,76.3,0.458,0.492,457,150,92.9,107,Secretaria Municipal de Saúde,64.1,53.2,70.2,28.2,73.4,92.6,76.6,MÉDIO,40,1.44,1.44,3.96,3.85,1.11,255.1,48.4,30.2,11.2,29.5,63.6,284.1,44.7,0.0548,0.0396,0.2789,5.22,91.69,58.32,29.78,37.06,69.6,64.6,75.0,True,3,Sarampo:70% | Geral:76%,81.69,,,,3140704.0,0.0,0,0.0,v40+v37+v3,56.58,2729.0,1026.0,MODERADO
MG,Mathias Lobato,3842,1.16,0.0,77.0,7.0,10.1,37.2,3.0,-4.0,0.0,Sudeste,MODERADO,0.758,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,MICRO,2881,3.0,Sudeste,55.0,MÉDIO,3.7,2,0.1,3,621.5,1,3171501.0,-18.610774,-41.927097,66352,86.1,37.8,21.8,8,392,70.2,0.663,0.421,38,98,81.9,10,Secretaria Municipal de Saúde,49.7,62.0,59.1,0.0,78.2,50.0,32.1,ALTO,2,0.52,2.6,1.8,1.93,2.08,256.5,48.8,30.4,11.3,29.6,50.3,212.4,45.1,0.0544,0.0395,0.2779,4.4,83.22,46.69,61.04,47.63,120.0,60.6,71.6,True,1,Geral:70%,83.22,,,,3171501.0,0.0,0,0.0,v40+v37+v3,62.1,4538.0,1538.0,BAIXO
MG,Matias Barbosa,13842,1.53,0.0,77.0,8.1,10.3,32.2,17.0,-10.0,-2.0,Sudeste,MODERADO,0.755,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,10381,3.0,Sudeste,55.0,MÉDIO,3.7,0,0.5,4,782.1,2,3140803.0,-21.87116,-43.309555,66220,96.1,56.6,15.6,23,331,72.2,0.581,0.452,150,112,93.9,41,Secretaria Municipal de Saúde,63.6,59.3,69.2,56.6,82.1,71.8,33.8,MÉDIO,12,0.87,1.44,2.52,2.62,1.66,255.8,48.6,30.3,11.3,29.5,50.3,296.6,26.6,0.0546,0.0395,0.2784,4.38,92.61,37.42,45.72,37.42,91.6,58.5,69.9,True,1,Sarampo:92% | Geral:72%,82.61,,,,3140803.0,0.0,0,0.0,v40+v37+v3,56.47,2686.0,1003.0,ALTO
MG,Matias Cardoso,12842,1.85,0.0,82.7,6.8,12.7,38.7,19.0,-7.0,-2.0,Sudeste,MODERADO,0.758,0.0,Nenhum,,0.0,0,0,0.0,NÃO,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,9631,0.0,Sudeste,62.8,MÉDIO,3.9,1,0.3,4,783.7,2,3140852.0,-14.903537,-43.761311,66352,96.3,56.7,15.5,21,331,72.2,0.58,0.451,130,112,80.1,38,Secretaria Municipal de Saúde,54.2,68.6,54.7,0.0,70.1,72.1,47.8,ALTO,11,0.86,1.56,2.52,2.62,1.64,256.5,48.8,30.4,11.3,29.6,51.1,299.2,27.1,0.0544,0.0395,0.2779,4.43,83.22,38.16,59.21,44.22,82.2,68.3,78.0,True,2,Sarampo:82% | Geral:72%,83.22,,,,3140852.0,0.0,0,0.0,v40+v37+v3,58.9,3587.0,1334.0,MODERADO
MG,Matipó,19842,1.91,0.0,82.1,8.2,13.9,38.7,30.0,-9.0,-2.0,Sudeste,MODERADO,0.719,2.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,14881,0.0,Sudeste,52.8,ALTO,4.7,0,1.0,4,763.4,4,3140902.0,-20.307942,-42.315631,64636,93.8,55.3,16.0,33,340,71.7,0.596,0.457,282,112,86.8,59,Secretaria Municipal de Saúde,61.9,66.9,48.7,79.0,67.7,68.5,31.2,MÉDIO,17,0.86,2.02,2.52,2.62,1.66,247.5,46.6,29.1,11.0,28.9,47.3,295.7,24.5,0.0575,0.0401,0.2848,4.23,75.2,38.15,39.81,42.33,120.0,84.0,91.1,True,1,Geral:72%,75.2,,,,3140902.0,0.0,0,0.0,v40+v37+v3,50.39,1083.0,247.0,CRÍTICO
MG,Mato Verde,13842,1.82,0.0,78.2,7.5,12.1,38.7,20.0,-7.0,-2.0,Sudeste,MODERADO,0.752,1.0,CAPS,Municipal,0.0,0,0,0.0,SIM,0,0,,0,0.0,0.0,0.0,SEM_LEITO,False,PEQUENO,10381,1.8,Sudeste,57.8,MÉDIO,3.9,0,0.5,4,780.6,2,3141009.0,-15.425307,-42.863916,66088,95.9,56.5,15.6,23,332,72.1,0.583,0.452,142,112,80.6,41,Secretaria Municipal de Saúde,60.3,61.2,57.1,56.6,69.3,71.6,40.1,MÉDIO,12,0.87,1.44,2.52,2.62,1.66,255.1,48.4,30.2,11.2,29.5,49.9,295.7,26.3,0.0548,0.0396,0.2789,4.35,81.69,37.19,45.81,39.94,95.3,88.0,94.4,True,1,Geral:72%,81.69,,,,3141009.0,0.0,0,0.0,v40+v37+v3,53.54,1834.0,690.0,ALTO
